escuela,sigla,description
Música,MUC816,"(Dada las características de este curso, se presentan a continuación  programas diferenciados por instrumento. Cada uno de ellos se presenta en este mismo documento)

CURSO: INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA / WINDS 5
SIGLA: MUC816
CRÉDITOS: 15
MÓDULOS: 01
CARÁCTER: MÍNIMO
DISCIPLINA: MÚSICA


I. DESCRIPCIÓN

Asignatura práctica y de carácter individual en la que el trabajo del alumno es fundamental en el desarrollo de sus destrezas y habilidades musicales. Durante el curso se abordarán progresivamente diversas obras del repertorio musical tradicional y contemporáneo, de nivel medio y avanzado. Se brindarán los conocimientos necesarios para llegar a analizar e interpretar el repertorio propuesto desde un correcto enfoque técnico, musical y estilístico. Se realizarán audiciones internas y públicas, preparación de concursos y conciertos, ya que el contacto directo con el público es fundamental para el desarrollo profesional del estudiante.


II.	OBJETIVOS

Generales

1. Formar un músico integral capacitado para desarrollar una actividad profesional del más alto nivel, tanto en el campo de la interpretación solista, en agrupaciones de música de cámara y como integrante de una orquesta.
2. Interpretar estudios y obras musicales de diversos períodos.


Específicos

1. Lograr una progresiva madurez en la articulación, manejo de colores y dinámica a partir de una comprensión prosódica y armónica en pos de un correcto fraseo.
2. Manejar el amplio espectro de las Técnicas Extendidas existentes, integradas en el repertorio que las contiene. 
3. Aplicar los conocimientos de análisis musical en favor de una interpretación sólida que refleje la poética del compositor dentro del contexto estilístico al cual pertenece.
4. Adquirir un progresivo dominio en la lectura a primera vista y memorización.
5. Conocer y ejecutar, en la medida de su disponibilidad, otros instrumentos afines al principal.
	 
	 
III. CONTENIDOS

1. Estudios de dificultad avanzada para flauta sola. 
2. Dos obras para flauta sola.
3. Dos obras para flauta y piano.
4. Una obra para flauta y orquesta.
5. Dúos para flauta.


IV. METODOLOGÍA

- Clases individuales de un módulo semanal.
- Audiciones públicas.
- Práctica de lectura a primera vista. 


V. EVALUACIÓN

- Rendimiento semanal en clase.
- Rendimiento y asistencia a correpetición con piano.
- Audiciones públicas.
- Control técnico.

- Repertorio examen:
Un estudio de técnica.
Una obra para instrumento solo o selección de extractos orquestales
Una obra con piano. 

- Examen  semestral ante comisión. Se exige la presentación del programa de examen por escrito y fotocopias de las partituras del repertorio a ejecutar. La nota final del curso será el promedio de las siguientes evaluaciones ponderadas:
- Nota de presentación 50%
- Nota examen 50%


VI.	BIBLIOGRAFÍA

Técnica:

Bernold, Philippe	La técnica de la embocadura. Francia. La Stravaganza. 

Moyse, Marcel	Mecanismo - Cromatismo. Francia. Ed. Alphonse Leduc. 1926


Estudios:
	
Amy, Gilbert  	Tres estudios. Francia. Ed. Transatlantiques. 1977.

Jean-Jean, Paul	Estudios modernos. Francia. Ed. Alphonse Leduc, 1948.


Flauta sola:
	
Bach, Carl Philipp 	Sonata en la menor. Suiza. Amadeus Verlag. 1978

Jolivet, Andrè	Cinco Encantaciones. Reino Unido. Boosey & Hawkes, 1938.
       
Dúos de flauta

Kulhau, Friedrich	Tres dúos concertantes Op. 10. Italia. Ricordi, 1984.


Flauta y piano:

Bach, Johann Sebastian	Sonata en Mi Mayor. Alemania, Henle Verlag, 1978.

Messiaen, Oliver 	Le Merle Noire. Francia. Ed. Alphonse Leduc, 1952.

Prokofiev, Sergei	Sonata en re mayor Op. 94, Reino Unido. Anglo-Soviet M.P, 1946.

Reinecke, Carl	Sonata Undine Op. 167. Estados Unidos. IMC.


Flauta y orquesta:

Reinecke, Carl 	Concierto en Re Mayor Op. 283. Alemania. Breitkopf, 1909.

___________________________________________________________________________________
CURSO: INSTRUMENTOS DE VIENTOS 5 - OBOE / WINDS 5  
SIGLA: MUC816
CRÉDITOS: 15
MÓDULOS: 01
CARÁCTER: MÍNIMO
DISCIPLINA: MÚSICA


I. DESCRIPCIÓN

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA


II. OBJETIVOS

Generales

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA


Específicos

1. Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA
2. Perfeccionar la confección de cañas. 


III. CONTENIDOS

1 Estudios de dificultad media para oboe solo. 
2. Obras para oboe solo.
3. Obras para oboe  y piano (o bajo continuo)
4. Una obra para oboe y orquesta (con reducción de piano)
5. Dúos y Tríos ( 2 oboes y corno inglés)


IV. METODOLOGÍA

- Clases individuales de un módulo semanal.
- Audiciones públicas.
- Práctica de lectura a primera vista. 


V. EVALUACIÓN

- Rendimiento semanal en clase.
- Rendimiento y asistencia a correpetición con piano.
- Audiciones públicas.
- Control técnico.

- Repertorio examen:
Un estudio de técnica.
Una obra para instrumento solo o selección de extractos orquestales
Una obra con piano. 

- Examen  semestral ante comisión. Se exige la presentación del programa de examen por escrito y fotocopias de las partituras del repertorio a ejecutar. La nota final del curso será el promedio de las siguientes evaluaciones ponderadas:
- Nota de presentación 50%
- Nota examen 50%


VI. BIBLIOGRAFÍA

Técnica:              

Barret, Apolon Marie-Rose. Méthode Complète de Hautbois (vol. II). Paris, Leduc, 1948.
	
Bleuzet, Louis. La Tecnique du Hautbois (Vol II). Paris, Leduc, 1937.

Giampieri, Alamiro. Sedici studi giornalieri di perfezionamento. Milano, Ricordi, 1954.

Salviani,Clemente. Studi per Oboe (vol. II). Milano, Ricordi, 1982.

	                   
Estudios:             

Bozza, Eugène. 18 Estudios.  Paris, Leduc, 1950.
      
Ferling, Wilhelm. 18 Estudios Op.12. Paris, Billaudot, 1969.

48 Estudios. Paris,  Costallat, 1970.

Luft, Johann Heinrich. 24 Estudios. Paris,  Billaudot,  1926.

Prestini, Giuseppe. Raccolta di Studi.  Milano, Ricordi, 1972.

Remaud, Guy. Aproche de la musique contemporaine pour hautbois,Vol.I Paris, Billaudot, 1980.


Obras:

Oboe solo:            

Bach,Karl Phillip Emanuel. Sonata para Oboe solo en sol menor (original para Flauta en la menor) Winterthur, Amadeus, 1998,

Telemann,Georg Phillip. 12 Fantasías.  London, Musica Rara, 1982.


Dúos de Oboes:    

Bochsa, Karl. Tema y Variaciones. London, Chester, 1981.
                              
Luft, Johann Heinrich. 24 Studi per due Oboi Op.11. Berlín,  Bote & Bock. 

Telemann,Georg Phillip. 6 Sonatas para 2 Oboes Op.2. Bärenreiter, 1977.


Oboe  y  piano: 

Bach, Johann Sebastian. Arias y Sinfonías de Cantatas, Misas y Oratorios  (Completas) Música Rara
                            
Devienne, François. 3 Sonatas para oboe y  teclado (ad libitum) Op. 70 London, Música Rara, 1972.
                            
Chopin, Frederic. Variaciones sobre un tema de  Rossini (original para flauta) London, Lordship Publications, 1979.
                            
Ferrillo, John. Orchestral Excerpts for Oboe with piano accompaniment. Filadelfia, Presser, 2006.
                            
Marais,Marin. Las Folias de España , para Oboe y continuo (ad libitum) Paris, Leduc. 
                            
Mozart, Wolfgang Amadeus. Cuarteto para Oboe y Cuerdas en Fa M KV 370 (con reducción de piano) London, Boosey & Hawkes, 1947.
                            
Rota, Nino. Elegia, para Oboe y Piano. Paris, Leduc. 
                            
Schumann, Robert. 3 Romanzas Op.94 , para oboe y piano. München, Henle, 1988.
                            
Vivaldi, Antonio. Sonata en do menor, para Oboe y continuo RV 53. London,  Schott,  1951.


Oboe y orquesta: 

Bach, Karl Phillip Emanuel. Concierto en Si b. München, Leuckart, 1965.
                              
Dittersdorf, K. D. von. Concierto en Sol Mayor, para Oboe y orquesta. Wiesbaden , Breitkopf.
                              
Graun, Johann Gottlieb. Concierto en do menor. Hamburg, Sikorski, 1953.
                              
Lebrun, Ludwig August. Concierto Nº 3, en Do. Monteux, France, Música Rara, 1988.
                              
Rietz, Julius. Konzertstück (Pieza de Concierto)en fa menor. London, Musica Rara, 1975.

___________________________________________________________________________________
CURSO: INSTRUMENTOS DE VIENTOS 5 - CLARINETE / WINDS 5
SIGLA: MUC816
CRÉDITOS: 15
MÓDULOS: 01
CARÁCTER: MÍNIMO
DISCIPLINA: MÚSICA


I. DESCRIPCIÓN

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA


II.	OBJETIVOS

Generales

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA

   
Específicos

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA


III.CONTENIDOS

1. Escalas y arpegios en todas las tonalidades y diferentes articulaciones.
2. Los estudios serán de una complejidad progresiva, que lleven a la interpretación de obras de mayor dificultad técnica.
3. Estudios de Transporte a los distintos tipos de clarinetes. 
4. Se reforzará el estudio de técnicas contemporáneas.
5. En esta etapa se incluirán obras chilenas y latinoamericanas.
6. Se abordarán obras para clarinete solo.
7. Se incluirán solos del repertorio sinfónico de una mayor complejidad.
8. A partir de este nivel se estudiarán obras claves del repertorio clarinetístico


IV.	METODOLOGÍA

- Clases individuales de un módulo semanal.
- Audiciones públicas.
- Práctica de lectura a primera vista. 
- Práctica de transporte.


V. EVALUACIÓN

- Rendimiento semanal en clase.
- Rendimiento y asistencia a correpetición con piano.
- Audiciones públicas.
- Control técnico.

- Repertorio examen:
Un estudio de técnica.
Una obra para instrumento solo o selección de extractos orquestales
Una obra con piano. Rendimiento semanal en clase.

- Examen  semestral ante comisión. Se exige la presentación del programa de examen por escrito y fotocopias de las partituras del repertorio a ejecutar. La nota final del curso será el promedio de las siguientes evaluaciones ponderadas:
- Nota de presentación 50%
- Nota examen 50%
	

VI. BIBLIOGRAFÍA

Técnica:

Baermann, Carl. Método de escalas. New York, Carl Fischer, 1917.

Klose, Hyacinthe. Método completo en 2 partes. París, Alphonse Leduc, 1956.    
       
Pares, Gabriel. Método de escalas. Chicago, Rubank. Inc., 1941.

Jean-Jean, Paul. Estudios progresivos. París, Alphonse Leduc, 1928.  
                                                                                                           
Rose, Cyrille. 32 Estudios. Texas, Southern Music Company, 1986.

Rose, Cyrille. 40 Estudios. Texas, Southern Music Company, 1986.

Cavallini, Ernesto. 30 Caprichos. Buenos Aires, Ricordi Americana, 1966.


Repertorio:

Mozart, Wolfgang Amadeus. Concierto para clarinete K. 622. London, Schott, 1974.

Stockhausen, Karlheinz. In freundschaft. Cologne, Stockhaussen Ed. 
  
Letelier, Alfonso. Sonata. Santiago, Ed. Universidad de Chile, 1979.

Finzi, Gerald. Concerto op. 31. London, Boosey & Hawkes, 1951.

AA.VV. Orchestral Excerpts. New York, International, 1950.

___________________________________________________________________________________
CURSO: INSTRUMENTOS DE VIENTOS 5 - SAXOFÓN / WINDS 5
SIGLA: MUC816
CRÉDITOS: 15
MÓDULOS: 01
CARÁCTER: MÍNIMO
DISCIPLINA:	MÚSICA


I. DESCRIPCIÓN

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA
     
	 
II.OBJETIVOS

Generales

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA
      
Específicos

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA
	
	
III.CONTENIDOS
	
1. Escalas mayores, menores, por tonos enteros, pentatónicos, modales, con todas las articulaciones, de memoria y con velocidad. 
2. Arpegios mayores, menores, de 7º dominante y disminuida. 
3. Ejercicios basados en los acordes más utilizados en el jazz.
4. Desarrollar todas las técnicas contemporáneas aplicadas a la música de vanguardia.
5. La velocidad, la expresión, los estilos, las técnicas de vanguardia. 
6. Conceptuar las diferencias entre saxofón clásico y saxofón en jazz. 
7. El saxofón en la música electroacústica.


IV. METODOLOGÍA

- Clases individuales de un módulo semanal.
- Audiciones públicas.
- Práctica de lectura a primera vista. 
- Práctica de transporte.


V. EVALUACIÓN

- Rendimiento semanal en clase.
- Rendimiento y asistencia a correpetición con piano.
- Audiciones públicas.
- Control técnico.

- Repertorio examen:
Un estudio de técnica.
Una obra para instrumento solo o selección de extractos orquestales
Una obra con piano. 

- Examen  semestral ante comisión. Se exige la presentación del programa de examen por escrito y fotocopias de las partituras del repertorio a ejecutar. La nota final del curso será el promedio de las siguientes evaluaciones ponderadas:
- Nota de presentación 50%
- Nota examen 50%

	
VI. BIBLIOGRAFÍA

Estudios:

Ameller André. 15 estudios expresivos. París, Lemoine, 1956.

Londeix, Jean Marie. Las escalas diatónicas y por intervalos. París, Lemoine, 1962.

Mule, Marcel. Estudios variados. París, Alphonse Leduc, 1946.


Repertorio:

Debussy, Claude. Rapsodie, para saxofón alto y piano u orquesta. París, Durand, 1904.

Iturralde, Pedro. Pequeña Czarda, para saxofón alto y piano. España, Real Musical Edit., 1982.

Lantier Pierre, Euskaldunak. Sonata, para saxofón alto y piano. París, Edition Billaudot, 1961.

Miranda, Ronaldo. Fantasia, para saxofón alto y piano. Brasil, Manuscrito, 1984.

Savari, Jean-Nicholas. Fantaisie sur des motifs du Freischutz, para saxofón alto y piano. París, Fuzeau, 1855.

___________________________________________________________________________________
CURSO: INSTRUMENTOS DE VIENTOS 5 - FAGOT / WINDS 5 
SIGLA: MUC816
CRÉDITOS: 15
MÓDULOS: 01
CARÁCTER: MÍNIMO
DISCIPLINA: MÚSICA


I. DESCRIPCIÓN

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA


II.	OBJETIVOS

Generales

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA


Específicos

1. Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA 
2. Perfeccionar la confección de cañas.

	 
III. CONTENIDOS

1. Estudios  para el perfeccionamiento técnico
2. Estudios de larga duración
3. Iniciación de obras contemporáneas para fagot solo
4. Sonatas clásicas
5. Conciertos de compositores latinoamericanos y franceses del siglo XX
6. Trabajo de armado y raspado de cañas.


IV.	METODOLOGÍA

- Clases individuales de un módulo semanal.
- Audiciones públicas.
- Práctica de lectura a primera vista.  


V. EVALUACIÓN

- Rendimiento semanal en clase.
- Rendimiento y asistencia a correpetición con piano.
- Audiciones públicas.
- Control técnico.

- Repertorio examen:
Un estudio de técnica.
Una obra para instrumento solo o selección de extractos orquestales
Una obra con piano. 

- Examen  semestral ante comisión. Se exige la presentación del programa de examen por escrito y fotocopias de las partituras del repertorio a ejecutar. La nota final del curso será el promedio de las siguientes evaluaciones ponderadas:
- Nota de presentación 50%
- Nota examen 50%


VI. BIBLIOGRAFÍA

Bang Mather, Betty. Interpretation of French Music fro 1675 to 1775. New York, McGinnis & Mark Music Publ. Co., 1973.

Bozza, Eugene. 	Recit, Sicilienne et Rondo para fagot y piano. Paris, Leduc, 1945.                        

15 estudios diarios. Paris, Leduc, 1945.      

Devienne, Francois. Sonata en Sol menor Op 24 No5 para fagot y bajo continuo. Monteux, Música Rara, 1788.
             
Dutilleux, Henrri. Sarabande et Cortege para fagot y piano. Paris, Leduc, 1942.

Gatti, Nazzareno. 22 estudios grandes. Milan, Ricordi, 1981.                 

Giampieri, Alamiro. 16 estudios diarios de perfeccionamiento. Milan, Ricordi, 1964.

Jansen, Will. The Bassoon: It´s History, Construction, Makers, Players and Music. The Netherlands, Frits Knuf, 1978. 

Joppig, Gunther. The Oboe and the bassoon. Portland, Amadeus Press, 1988. 
	
Obradous, Fernand. Escalas y ejercicios diarios  tercer libro. Paris, Leduc, 1938.

Persichetti, Vincent. Parable IV Op.110. Essex, United Music Publishers, 1969.

Piard, Maius. 16 estudios característicos. New York IMC, 1950.

Rosen, Lawrence. The Orchestra Musician's CD ROM Library. New York, The Orchestra Musician's CD ROM Library, 2003.

Skinners, Lou. The Bassoon Reed Manual Techniques. Bloomington, Indiana University Press, 2000.

Stadio, Ciro. Difficult and solo passages for bassoon. Milan, Ricordi, 1990.

Villa-Lobos, Heitor. Ciranda das sete notas para fagot y orquesta. Hollywood, Peermusic Classical, 1933.

___________________________________________________________________________________
CURSO: INSTRUMENTOS DE VIENTOS 5 - TROMPETA / WINDS 5
SIGLA: MUC816
CRÉDITOS: 15
MÓDULOS: 01
CARÁCTER: MÍNIMO
DISCIPLINA: MÚSICA


I. DESCRIPCION

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA
      
	  
II. OBJETIVOS

Generales

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA


Específicos

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA

	 
III. CONTENIDOS

1. Trabajo sin instrumento: Rutinas diarias:
1.1. Ejercicios aplicados al sistema respiratorio.
1.2. Aplicación de la técnica de impostación y soplido.
1.3. Emisión y pronunciación de sonidos a través de la boquilla.

2. Trabajo conducente a desarrollar los siguientes tópicos:
2.1. Desarrollo de la flexibilidad.
2.2. Lecciones técnicas de dificultad alta.
2.3. Lecciones melódicas de dificultad alta.
2.4. Trabajo en diferentes transposiciones.
2.5. Repertorio orquestal. 
2.6. Obras de dificultad media y avanzada con acompañamiento de piano.


IV. METODOLOGÍA

- Clases individuales de un módulo semanal.
- Audiciones públicas.
- Práctica de lectura a primera vista. 
- Práctica de transporte.

V. EVALUACIÓN

- Rendimiento semanal en clase.
- Rendimiento y asistencia a correpetición con piano.
- Audiciones públicas.
- Control técnico.

- Repertorio examen:
Un estudio de técnica.
Una obra para instrumento solo o selección de extractos orquestales
Una obra con piano. 

- Examen  semestral ante comisión. Se exige la presentación del programa de examen por escrito y fotocopias de las partituras del repertorio a ejecutar. La nota final del curso será el promedio de las siguientes evaluaciones ponderadas:
- Nota de presentación 50%
- Nota examen 50%


VI. BIBLIOGRAFÍA

Métodos:

Charlier, Theo. Etudes transcendentes. Paris, A. Leduc, 1936.

Stamp, James. Warm-ups plus Studies. Vuarmarens, Editions Bim, 1998.

Vizzuti, Allen. The Allen Vizzutti Trumpet Method Vol. I, II,  III. Alfred Music Publishing, 1985.

Voisin, Roger. Orchestral Excerpts. NY, Int. Music Company. Vol I-X, 1966.


Obras con piano:

Guarello, Alejandro. Solitario V. Chile, manuscrito del compositor, 1996.

Mozart, Leopold. Concierto para trompeta en Re M. NY,Fischer Inc, Carl, 1984. 

Stevens, Halsey. Sonata para trompeta y piano. NY, Peters, C. F. Corp, 1988.

Telemann, Georges Philip. Marchas Heroicas. USA, Musica Rara, 1975.

Torelli, Giuseppe. Concierto para trompeta en Re Mayor. USA, Musica Rara, 1975. 

___________________________________________________________________________________
CURSO: INSTRUMENTOS DE VIENTOS 5 - CORNO / WINDS 5  
SIGLA: MUC816
CRÉDITOS: 15
MÓDULOS: 01
CARÁCTER: MÍNIMO
DISCIPLINA: MÚSICA


I. DESCRIPCIÓN

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA
    
	
II. OBJETIVOS

Generales

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA


Específicos

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA


III. CONTENIDOS

1. Ejercicios.
2. Método: Kopprasch 45-52 ó equivalente.
3. Pasajes de orquesta
4. Obra con Piano.


IV. METODOLOGÍA

- Clases individuales de un módulo semanal.
- Audiciones públicas.
- Práctica de lectura a primera vista. 
- Práctica de transporte. 

V. EVALUACIÓN

- Rendimiento semanal en clase.
- Rendimiento y asistencia a correpetición con piano.
- Audiciones públicas.
- Control técnico.

-Repertorio examen:
Un estudio de técnica.
Una obra para instrumento solo o selección de extractos orquestales
Una obra con piano.

- Examen  semestral ante comisión. Se exige la presentación del programa de examen por escrito y fotocopias de las partituras del repertorio a ejecutar. La nota final del curso será el promedio de las siguientes evaluaciones ponderadas:
- Nota de presentación 50%
- Nota examen 50%


VI.	BIBLIOGRAFÍA

Ejercicios:

Thompson, Michael. Daily Warm-Up Exercises. London, Editorial Paxman Musical Instruments Ltd.,1992.


Método:

Kopprasch, Carl. 60 Studies for Horn. NY, International Music Company, 1960.

Müller,Benhard. 34 Studies Op.64. NY, International Music Company, 1963.


Obras con Piano:                    
   
Bernstein, Leonard. Elegy para corno y piano. NY, G. Schirmer Inc., 1950. 

Mozart, Wolfgang Amadeus. Concierto Nr. 4 K. 495 para corno y orquesta. NY, G. Schirmer Inc, Vol 1807, 1950.

Reynolds, Verne. Partita para corno y piano.  San Antonio, Texas, Southern Music Co., 1964.

Strauss, Richard. Concierto Nr. 2 para corno y oquesta. London, Boosey and Hawkes, 1950.

___________________________________________________________________________________
CURSO: INSTRUMENTOS DE VIENTOS 5 - TROMBÓN / WINDS 5
SIGLA: MUC816
CRÉDITOS: 15
MÓDULOS: 01
CARÁCTER: MÍNIMO
DISCIPLINA:	MÚSICA


I. DESCRIPCIÓN

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA

	 
II. OBJETIVOS

Generales

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA


Específicos

Ver MUC816 - INSTRUMENTOS DE VIENTOS 5  FLAUTA TRAVERSA

	 
III. CONTENIDOS

1. Estudios Melódicos
2. Estudios Técnicos
3. Estudios Selectos
4. Sonata for Trombone solo, Hermann Schroeder 
5. Concerto, Trombón Bajo,Robert Spillman
6. Sonatine fur Posaune und Klavier, Kazimier Seroki
7. Homenage a Bach, Eugen Bozza
8. Concierto para Trombón y Piano,Grondahl
9. Extracto,Sinfonía Nº 5, Gustav Mahler
10. Extracto, Suite Hary Janos,Zoltán Kodaly


IV. METODOLOGÍA

- Clases individuales de un módulo semanal.
- Audiciones públicas.
- Práctica de lectura a primera vista. 


V. EVALUACIÓN

- Rendimiento semanal en clase.
- Rendimiento y asistencia a correpetición con piano.
- Audiciones públicas.
- Control técnico.

- Repertorio examen:
Un estudio de técnica.
Una obra para instrumento solo o selección de extractos orquestales
Una obra con piano. 

- Examen  semestral ante comisión. Se exige la presentación del programa de examen por escrito y fotocopias de las partituras del repertorio a ejecutar. La nota final del curso será el promedio de las siguientes evaluaciones ponderadas:
- Nota de presentación 50%
- Nota examen 50%


VI.	BIBLIOGRAFÍA

Bozza, Eugen. Hommage a Bach, for Tronbone  and Piano.  Paris, Alphonse  Leduc, 1957. 
        
Brown, Keith. Orchestral Excerpts from the Symphonic Repertorire. NY, Internatinal Music Company, 1967.

Colin, Charles. Complete Modern Method for Trombone. NY,  Charles Colin, 1980.
                                         
Gröndahl, Launy. Concert pour Trombone et Piano. Kobenhavn, Samfundet Til Udgivelde af Dansk Musik, 1974. 
   
Kopprasch, Georg. Sixty Selected Studies for Trombone, NY, Carl Fischer (S/F).

Rochut, Joannes. Melodious Etudes for Trombón Book I. NY,  Carl Fischer (S/F).   
             
Schroeder, Hermann. Sonata for Trombone solo. Cologne, Musikverlag Hans Gerig, 1973. 
           
Seroki, Kazimier. Sonatina für Posaune und Klavier, Cracow, PWM, 1955. 
                                                                 
Spillman,Robert. Concerto. NY, Edition Musicus , 1962.


PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE
INSTITUTO DE MÚSICA / ENERO 2009"
Música,MUC810C,CURSO:REPERTORIO ORQUESTAL: PREPARACIÓN PARA CON
Música,MUC810E,CURSO:REPERTORIO ORQUESTAL: PREPARACIÓN PARA CON
Música,MUC810B,CURSO:REPERTORIO ORQUESTAL: PREPARACIÓN PARA CON
Música,MUC810A,CURSO:REPERTORIO ORQUESTAL:PREPARACIÓN PARA CON
Música,MUC810,"CURSO: REPERTORIO ORQUESTAL 1 / ORCHESTRAL REPERTOIRE 1 
SIGLA: MUC810
CREDITOS: 05
MODULOS: 01
CARÁCTER: MÍNIMO
DISCIPLINA:	MUSICA


I. "
Música,MUC809,"CURSO: INSTRUMENTOS DE CUERDAS 8  VIOLIN / STRINGS 8 
SIGLA: MUC809
CREDITOS: 15
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA:	MUSICA


I. "
Música,MUC808,"CURSO: INSTRUMENTOS DE CUERDAS 7  VIOLIN  / STRINGS 7
SIGLA: MUC808
CREDITOS: 15
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA:	MUSICA


I. "
Música,MUC807,"CURSO: INSTRUMENTOS DE CUERDAS 6  VIOLIN  / STRINGS 6
SIGLA: MUC807
CREDITOS: 15
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA:	MUSICA


I. "
Música,MUC805,"CURSO: INSTRUMENTOS DE CUERDAS 4  VIOLIN  / STRINGS 4
SIGLA: MUC805
CREDITOS: 10
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC806,"CURSO: INSTRUMENTOS DE CUERDAS 5  VIOLIN / STRINGS 5
SIGLA: MUC806
CREDITOS: 15
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC804,"CURSO: INSTRUMENTOS DE CUERDAS 3  VIOLIN  / STRINGS 3
SIGLA: MUC804
CREDITOS: 10
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA:	MUSICA


I. "
Música,MUC797,"CURSO: GUITARRA 5 / GUITAR 5
SIGLA: MUC797
CREDITOS: 15
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC801,"CURSO: TABLATURA / TABLATURE
SIGLA: MUC801
CREDITOS: 05
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC791,"CURSO: TALLER DE ÓPERA 3 / OPERA WORKSHOP 3 
SIGLA: MUC791
CREDITOS: 10
MODULOS: 02	
CARACTER: MINIMO
DISCIPLINA: MÚSICA


I. "
Música,MUC787,Programa de curso no disponible
Música,MUC789,"CURSO:TALLER DE ÓPERA  1
TRADUCCIÓN:OPERA WORKSHOP 1
SIGLA:MUC789 
CRÉDITOS:10
MÓDULOS:02	
CARÁCTER:MÍNIMO
TIPO:TALLER
CALIFICACIÓN:ESTANDAR
DISCIPLINA:MÚSICA
PALABRAS CLAVE:ÓPERA, CANTO, ACTUACIÓN.


I."
Música,MUC783,Programa de curso no disponible
Música,MUC779,"CURSO: MUSICA DE CAMARA 5 / CHAMBER MUSIC 5
SIGLA: MUC779
CREDITOS: 10
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC780,"CURSO: MUSICA DE CAMARA 6 / CHAMBER MUSIC 6
SIGLA: MUC780
CREDITOS: 10
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC778,"CURSO: MUSICA DE CAMARA 4 / CHAMBER MUSIC 4
SIGLA: MUC778
CREDITOS: 10
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC777,"CURSO: MUSICA DE CAMARA 3 / CHAMBER MUSIC 3
SIGLA: MUC777
CREDITOS: 10
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC776,"CURSO: MUSICA DE CAMARA 2 / CHAMBER MUSIC 2
SIGLA: MUC776
CREDITOS: 10
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC775,"CURSO: MUSICA DE CAMARA 1 / CHAMBER MUSIC 1 
SIGLA: MUC775
CREDITOS: 10
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC773,"CURSO: LITERATURA MUSICAL 3 / MUSIC LITERATURE 3
SIGLA: MUC773
CREDITOS: 10
MODULOS: 02	
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC771,"CURSO: LITERATURA MUSICAL 1 / MUSIC LITERATURE 1
SIGLA: MUC771
CREDITOS: 10
MODULOS: 02	
CARACTER: MINIMO
DISCIPLINA: MUSICA
CATEGORÍA: TITULAR


I. "
